start_time,	pre_process,	bird_view,	sliding_windows,	draw_lane,	run_time
1546768729.52,	0.00211381912231,	0.00443506240845,	0.00875401496887,	0.00216603279114,	1546768729.54
1546768729.55,	0.0031259059906,	0.00330901145935,	0.00713706016541,	0.00377702713013,	1546768729.57
1546768729.57,	0.00312995910645,	0.00231099128723,	0.00835013389587,	0.00190496444702,	1546768729.59
1546768729.6,	0.00195789337158,	0.00197005271912,	0.00785708427429,	0.0028247833252,	1546768729.62
1546768729.63,	0.00217890739441,	0.00198292732239,	0.00799798965454,	0.00321507453918,	1546768729.64
1546768729.65,	0.00570201873779,	0.0105080604553,	0.00909495353699,	0.0030689239502,	1546768729.68
1546768729.69,	0.00253987312317,	0.00204014778137,	0.00903391838074,	0.0046660900116,	1546768729.7
1546768729.71,	0.00212597846985,	0.00257611274719,	0.00546193122864,	0.00355195999146,	1546768729.73
1546768729.74,	0.00271415710449,	0.00451683998108,	0.00584816932678,	0.00442290306091,	1546768729.76
1546768729.76,	0.00239014625549,	0.00578594207764,	0.0065290927887,	0.00236988067627,	1546768729.78
1546768729.79,	0.0019519329071,	0.00197696685791,	0.00548696517944,	0.00515413284302,	1546768729.81
1546768729.81,	0.00285792350769,	0.00707912445068,	0.00832581520081,	0.00275206565857,	1546768729.84
1546768729.84,	0.00316596031189,	0.0022120475769,	0.00874996185303,	0.00254392623901,	1546768729.86
1546768729.87,	0.0022599697113,	0.00347113609314,	0.00517797470093,	0.0028989315033,	1546768729.88
1546768729.89,	0.00201082229614,	0.00202417373657,	0.00773286819458,	0.00497794151306,	1546768729.91
1546768729.92,	0.0024778842926,	0.00462317466736,	0.00857090950012,	0.00264596939087,	1546768729.94
1546768729.95,	0.00203800201416,	0.00232291221619,	0.00506806373596,	0.00214099884033,	1546768729.97
1546768729.97,	0.00189399719238,	0.00202512741089,	0.00497198104858,	0.00395107269287,	1546768729.99
1546768730.0,	0.0019690990448,	0.00224804878235,	0.00845289230347,	0.00266814231873,	1546768730.02
1546768730.02,	0.00244188308716,	0.00208806991577,	0.00447797775269,	0.00465607643127,	1546768730.04
1546768730.05,	0.00227212905884,	0.00275301933289,	0.00440096855164,	0.00359702110291,	1546768730.07
1546768730.08,	0.00295805931091,	0.00220894813538,	0.00717091560364,	0.00460195541382,	1546768730.09
1546768730.1,	0.0019907951355,	0.00726318359375,	0.00600695610046,	0.00254487991333,	1546768730.12
1546768730.13,	0.00198817253113,	0.0019748210907,	0.0079550743103,	0.00366592407227,	1546768730.14
1546768730.15,	0.00313305854797,	0.00779581069946,	0.00666904449463,	0.00241303443909,	1546768730.17
1546768730.18,	0.00192499160767,	0.00218200683594,	0.00919413566589,	0.0018298625946,	1546768730.2
1546768730.21,	0.00325417518616,	0.00349187850952,	0.00488495826721,	0.00270009040833,	1546768730.22
1546768730.23,	0.00215888023376,	0.0102670192719,	0.00758695602417,	0.00323390960693,	1546768730.26
1546768730.26,	0.00219011306763,	0.00200796127319,	0.00672197341919,	0.00200414657593,	1546768730.28
1546768730.28,	0.00211787223816,	0.00317692756653,	0.00611805915833,	0.00281500816345,	1546768730.3
1546768730.31,	0.00296807289124,	0.00211501121521,	0.0057258605957,	0.00388717651367,	1546768730.32
1546768730.33,	0.0018789768219,	0.00238609313965,	0.0118720531464,	0.00287985801697,	1546768730.35
1546768730.36,	0.00198316574097,	0.00216102600098,	0.00820684432983,	0.00460195541382,	1546768730.38
1546768730.39,	0.00353908538818,	0.00212097167969,	0.00587606430054,	0.00274896621704,	1546768730.41
1546768730.42,	0.00237917900085,	0.00271487236023,	0.00706791877747,	0.00313901901245,	1546768730.44
1546768730.45,	0.00208806991577,	0.00200700759888,	0.00757503509521,	0.00423789024353,	1546768730.46
1546768730.47,	0.00219488143921,	0.00312995910645,	0.00715017318726,	0.00257992744446,	1546768730.49
1546768730.49,	0.0029501914978,	0.00236582756042,	0.00873398780823,	0.00231409072876,	1546768730.51
1546768730.52,	0.00258994102478,	0.00849914550781,	0.00644993782043,	0.00210785865784,	1546768730.54
1546768730.55,	0.00195503234863,	0.00198984146118,	0.00988912582397,	0.00230693817139,	1546768730.57
1546768730.58,	0.0019838809967,	0.00600504875183,	0.0077440738678,	0.00270986557007,	1546768730.6
1546768730.6,	0.00214099884033,	0.00204491615295,	0.00726795196533,	0.00371909141541,	1546768730.62
1546768730.63,	0.00290083885193,	0.00202512741089,	0.00738406181335,	0.00242185592651,	1546768730.64
1546768730.65,	0.00199198722839,	0.00288701057434,	0.0109970569611,	0.00464701652527,	1546768730.67
1546768730.68,	0.00232410430908,	0.00214600563049,	0.00535583496094,	0.00336813926697,	1546768730.7
1546768730.7,	0.00222992897034,	0.00237202644348,	0.00933980941772,	0.00284504890442,	1546768730.72
1546768730.73,	0.00367093086243,	0.00209093093872,	0.00602197647095,	0.00350403785706,	1546768730.75
1546768730.76,	0.00211000442505,	0.00270509719849,	0.0074450969696,	0.00326180458069,	1546768730.78
1546768730.78,	0.00341510772705,	0.00216794013977,	0.00500702857971,	0.00264406204224,	1546768730.8
1546768730.8,	0.00189399719238,	0.00305318832397,	0.00700879096985,	0.00423312187195,	1546768730.82
1546768730.83,	0.00243306159973,	0.00239491462708,	0.00725317001343,	0.00413084030151,	1546768730.85
1546768730.85,	0.00211215019226,	0.00253295898438,	0.00699806213379,	0.00277185440063,	1546768730.87
1546768730.87,	0.00274705886841,	0.00214791297913,	0.0159101486206,	0.00367999076843,	1546768730.9
1546768730.91,	0.00371599197388,	0.00216603279114,	0.00888180732727,	0.00220513343811,	1546768730.93
1546768730.94,	0.00316786766052,	0.00225305557251,	0.0125188827515,	0.00336503982544,	1546768730.96
1546768730.98,	0.00208497047424,	0.00203895568848,	0.00942993164062,	0.00298404693604,	1546768731.0
1546768731.0,	0.00612902641296,	0.00340008735657,	0.00572395324707,	0.00572991371155,	1546768731.02
1546768731.03,	0.00244998931885,	0.0080349445343,	0.00777792930603,	0.00318098068237,	1546768731.05
1546768731.06,	0.00197386741638,	0.00449895858765,	0.00814914703369,	0.00336503982544,	1546768731.09
1546768731.09,	0.00215601921082,	0.0020899772644,	0.00874805450439,	0.00463891029358,	1546768731.11
1546768731.12,	0.00192809104919,	0.00303888320923,	0.0124220848083,	0.00198793411255,	1546768731.14
1546768731.15,	0.00271511077881,	0.00513792037964,	0.0116930007935,	0.00320291519165,	1546768731.18
1546768731.19,	0.00193810462952,	0.00341081619263,	0.0104920864105,	0.00321197509766,	1546768731.21
1546768731.22,	0.00304698944092,	0.00206208229065,	0.00778698921204,	0.0044801235199,	1546768731.24
1546768731.24,	0.00326108932495,	0.00205492973328,	0.00666618347168,	0.00285482406616,	1546768731.26
1546768731.27,	0.00209093093872,	0.00687098503113,	0.00710415840149,	0.00355386734009,	1546768731.29
1546768731.3,	0.00204086303711,	0.00200295448303,	0.00970602035522,	0.00252294540405,	1546768731.32
1546768731.33,	0.0018310546875,	0.00200009346008,	0.00836586952209,	0.0042519569397,	1546768731.35
1546768731.36,	0.00188207626343,	0.00204086303711,	0.00779700279236,	0.00521612167358,	1546768731.38
1546768731.38,	0.00264501571655,	0.00299692153931,	0.00909018516541,	0.00333189964294,	1546768731.4
1546768731.41,	0.00285196304321,	0.00240397453308,	0.00724601745605,	0.00406217575073,	1546768731.43
1546768731.45,	0.00390100479126,	0.00322103500366,	0.00841116905212,	0.00244092941284,	1546768731.47
1546768731.48,	0.00230813026428,	0.00204300880432,	0.00802898406982,	0.00424695014954,	1546768731.5
1546768731.5,	0.0026741027832,	0.00498008728027,	0.00873994827271,	0.00282692909241,	1546768731.52
1546768731.53,	0.00193500518799,	0.00293588638306,	0.0106010437012,	0.00242900848389,	1546768731.55
1546768731.56,	0.00216698646545,	0.00257802009583,	0.0068359375,	0.00272798538208,	1546768731.58
1546768731.58,	0.00189995765686,	0.00204014778137,	0.0110859870911,	0.00216293334961,	1546768731.6
1546768731.61,	0.0027768611908,	0.00218200683594,	0.00691199302673,	0.00273108482361,	1546768731.63
1546768731.63,	0.00203990936279,	0.00254106521606,	0.00930500030518,	0.0029399394989,	1546768731.65
1546768731.66,	0.00238299369812,	0.00480198860168,	0.0135929584503,	0.00414204597473,	1546768731.68
1546768731.69,	0.003338098526,	0.0042929649353,	0.0126650333405,	0.00234794616699,	1546768731.72
1546768731.72,	0.00212287902832,	0.00459909439087,	0.00707602500916,	0.00375199317932,	1546768731.74
1546768731.75,	0.00224208831787,	0.00534081459045,	0.00863313674927,	0.00508904457092,	1546768731.77
1546768731.78,	0.00235199928284,	0.00209784507751,	0.00769901275635,	0.00429701805115,	1546768731.8
1546768731.8,	0.0023729801178,	0.00234007835388,	0.0108029842377,	0.0021448135376,	1546768731.82
1546768731.83,	0.00248098373413,	0.00229811668396,	0.00739979743958,	0.00318717956543,	1546768731.85
1546768731.85,	0.00184893608093,	0.00227189064026,	0.00845813751221,	0.00265502929688,	1546768731.87
1546768731.88,	0.00201797485352,	0.00207114219666,	0.0107269287109,	0.00220799446106,	1546768731.9
1546768731.91,	0.00204300880432,	0.00546193122864,	0.0112659931183,	0.00405406951904,	1546768731.93
1546768731.94,	0.00462198257446,	0.00408291816711,	0.00739812850952,	0.00326490402222,	1546768731.96
1546768731.97,	0.00290894508362,	0.00212097167969,	0.00629806518555,	0.00266003608704,	1546768731.98
1546768731.99,	0.00319910049438,	0.00242495536804,	0.00574398040771,	0.00388789176941,	1546768732.01
1546768732.01,	0.00208806991577,	0.00204610824585,	0.00698304176331,	0.00447082519531,	1546768732.03
1546768732.04,	0.00183582305908,	0.00200009346008,	0.00655007362366,	0.00254392623901,	1546768732.05
1546768732.06,	0.00187706947327,	0.00313496589661,	0.00914406776428,	0.00211000442505,	1546768732.08
1546768732.09,	0.0030689239502,	0.00251293182373,	0.00881505012512,	0.00292801856995,	1546768732.11
1546768732.11,	0.002112865448,	0.00203418731689,	0.010265827179,	0.00222015380859,	1546768732.13
1546768732.14,	0.00247406959534,	0.00216507911682,	0.00591492652893,	0.00544095039368,	1546768732.16
1546768732.17,	0.00229501724243,	0.00393199920654,	0.0122239589691,	0.00301003456116,	1546768732.2
1546768732.2,	0.00220394134521,	0.00320506095886,	0.00557780265808,	0.00340414047241,	1546768732.22
1546768732.23,	0.00192308425903,	0.00206208229065,	0.00995993614197,	0.00240302085876,	1546768732.25
1546768732.26,	0.00245499610901,	0.00210881233215,	0.0068211555481,	0.00249600410461,	1546768732.27
1546768732.28,	0.00222897529602,	0.0024049282074,	0.00990509986877,	0.00282692909241,	1546768732.3
1546768732.31,	0.00173711776733,	0.0020580291748,	0.00799179077148,	0.00301718711853,	1546768732.33
1546768732.34,	0.00194311141968,	0.00624084472656,	0.00902414321899,	0.00225305557251,	1546768732.36
1546768732.36,	0.00194406509399,	0.00199508666992,	0.0105760097504,	0.00217485427856,	1546768732.38
1546768732.39,	0.00200891494751,	0.00257802009583,	0.00705289840698,	0.00213599205017,	1546768732.41
1546768732.42,	0.00645399093628,	0.00275707244873,	0.00917387008667,	0.00347208976746,	1546768732.44
1546768732.45,	0.00317621231079,	0.00226998329163,	0.00903987884521,	0.00480604171753,	1546768732.47
1546768732.47,	0.00381803512573,	0.00250506401062,	0.00742387771606,	0.0029730796814,	1546768732.49
1546768732.5,	0.00189089775085,	0.00304198265076,	0.0101912021637,	0.00214290618896,	1546768732.52
1546768732.53,	0.00209999084473,	0.00196719169617,	0.0072820186615,	0.00436592102051,	1546768732.55
1546768732.55,	0.00208902359009,	0.00209808349609,	0.00828909873962,	0.0036768913269,	1546768732.57
1546768732.58,	0.00209903717041,	0.00210189819336,	0.00975012779236,	0.00312685966492,	1546768732.6
1546768732.6,	0.00199508666992,	0.0042519569397,	0.00756001472473,	0.0025520324707,	1546768732.62
1546768732.63,	0.002277135849,	0.00512194633484,	0.00687003135681,	0.0041229724884,	1546768732.65
1546768732.65,	0.0019838809967,	0.0020740032196,	0.010959148407,	0.0030620098114,	1546768732.67
1546768732.69,	0.00292992591858,	0.00205588340759,	0.0143551826477,	0.00327801704407,	1546768732.71
1546768732.73,	0.00269317626953,	0.0057168006897,	0.00590109825134,	0.00301289558411,	1546768732.76
1546768732.77,	0.00282192230225,	0.00339293479919,	0.0105831623077,	0.00479388237,	1546768732.79
1546768732.8,	0.00298714637756,	0.00218486785889,	0.00709795951843,	0.0056791305542,	1546768732.82
1546768732.83,	0.00249099731445,	0.0022280216217,	0.00648617744446,	0.00524497032166,	1546768732.84
1546768732.85,	0.00200605392456,	0.00202703475952,	0.007169008255,	0.00267386436462,	1546768732.87
1546768732.87,	0.00284695625305,	0.00336003303528,	0.00825309753418,	0.00413489341736,	1546768732.89
1546768732.9,	0.00183415412903,	0.00214791297913,	0.00918292999268,	0.00471210479736,	1546768732.92
1546768732.93,	0.00184988975525,	0.00206899642944,	0.0102300643921,	0.00252103805542,	1546768732.95
1546768732.96,	0.00311517715454,	0.00218391418457,	0.00549101829529,	0.00380492210388,	1546768732.97
1546768732.98,	0.00227689743042,	0.00213623046875,	0.00703978538513,	0.00415802001953,	1546768733.0
1546768733.0,	0.00324511528015,	0.00232291221619,	0.00881099700928,	0.00204300880432,	1546768733.02
1546768733.03,	0.00207304954529,	0.00214195251465,	0.00939202308655,	0.00470995903015,	1546768733.05
1546768733.06,	0.00183391571045,	0.002925157547,	0.00835585594177,	0.00470209121704,	1546768733.08
1546768733.09,	0.00191903114319,	0.00433897972107,	0.00554490089417,	0.00386691093445,	1546768733.1
1546768733.11,	0.00190687179565,	0.0055570602417,	0.00570392608643,	0.00405716896057,	1546768733.13
1546768733.14,	0.00182509422302,	0.00495195388794,	0.00842714309692,	0.00245690345764,	1546768733.16
1546768733.17,	0.00190496444702,	0.0109050273895,	0.00593185424805,	0.00309300422668,	1546768733.19
1546768733.21,	0.00267386436462,	0.00284004211426,	0.00782418251038,	0.00359988212585,	1546768733.22
1546768733.23,	0.00325679779053,	0.00229501724243,	0.00767397880554,	0.00313901901245,	1546768733.25
1546768733.26,	0.0024299621582,	0.00508308410645,	0.0103268623352,	0.00331807136536,	1546768733.28
1546768733.29,	0.00189900398254,	0.00249195098877,	0.00975298881531,	0.00240802764893,	1546768733.31
1546768733.31,	0.00235295295715,	0.00356602668762,	0.00536513328552,	0.00210380554199,	1546768733.33
1546768733.34,	0.00194406509399,	0.00201010704041,	0.00796580314636,	0.00266218185425,	1546768733.35
1546768733.36,	0.00208806991577,	0.00259208679199,	0.011029958725,	0.00202298164368,	1546768733.38
1546768733.39,	0.00187110900879,	0.00380492210388,	0.00778913497925,	0.00437903404236,	1546768733.41
1546768733.42,	0.00259399414062,	0.00231909751892,	0.00568699836731,	0.00544095039368,	1546768733.44
1546768733.45,	0.00188112258911,	0.00202894210815,	0.00803709030151,	0.00247597694397,	1546768733.47
1546768733.47,	0.00178194046021,	0.00203990936279,	0.00782108306885,	0.00272989273071,	1546768733.49
1546768733.5,	0.00195097923279,	0.00357604026794,	0.00776290893555,	0.00273513793945,	1546768733.52
1546768733.52,	0.00316905975342,	0.00492787361145,	0.00688219070435,	0.00340390205383,	1546768733.54
1546768733.55,	0.00202798843384,	0.00233912467957,	0.00886797904968,	0.00237488746643,	1546768733.57
1546768733.57,	0.00233292579651,	0.00647211074829,	0.00825691223145,	0.00225615501404,	1546768733.59
1546768733.6,	0.00197291374207,	0.0023250579834,	0.00892400741577,	0.00302505493164,	1546768733.62
1546768733.63,	0.00187802314758,	0.0021059513092,	0.00870895385742,	0.00258302688599,	1546768733.65
1546768733.65,	0.00200891494751,	0.00197196006775,	0.0166931152344,	0.00693893432617,	1546768733.69
1546768733.69,	0.00213718414307,	0.00677490234375,	0.00604510307312,	0.0038468837738,	1546768733.71
1546768733.72,	0.00200891494751,	0.00467801094055,	0.00792598724365,	0.00198721885681,	1546768733.74
1546768733.75,	0.00194716453552,	0.00202488899231,	0.00984311103821,	0.00214695930481,	1546768733.77
1546768733.77,	0.00198411941528,	0.00247693061829,	0.00759387016296,	0.0041069984436,	1546768733.79
1546768733.8,	0.00203204154968,	0.00287199020386,	0.00678992271423,	0.00262498855591,	1546768733.82
1546768733.82,	0.00258898735046,	0.00341796875,	0.006422996521,	0.0041651725769,	1546768733.84
1546768733.85,	0.00209093093872,	0.00322103500366,	0.0054349899292,	0.00387692451477,	1546768733.86
1546768733.87,	0.0018470287323,	0.00516200065613,	0.00955700874329,	0.00263977050781,	1546768733.89
1546768733.9,	0.00212383270264,	0.00205016136169,	0.0121028423309,	0.00337505340576,	1546768733.92
1546768733.93,	0.0031099319458,	0.00220394134521,	0.00596809387207,	0.00547003746033,	1546768733.95
1546768733.96,	0.00291800498962,	0.0044641494751,	0.00800681114197,	0.0031590461731,	1546768733.98
1546768733.99,	0.00199699401855,	0.010675907135,	0.00840616226196,	0.00245499610901,	1546768734.01
1546768734.02,	0.00184392929077,	0.00198101997375,	0.0103199481964,	0.00291419029236,	1546768734.04
1546768734.05,	0.00201416015625,	0.00372791290283,	0.00987601280212,	0.00227999687195,	1546768734.07
1546768734.07,	0.00327897071838,	0.00329089164734,	0.00871396064758,	0.00268602371216,	1546768734.09
1546768734.1,	0.00208401679993,	0.00403308868408,	0.00854587554932,	0.00427103042603,	1546768734.12
1546768734.12,	0.0019588470459,	0.0031750202179,	0.0096230506897,	0.0028760433197,	1546768734.14
1546768734.15,	0.0020010471344,	0.00199103355408,	0.0152130126953,	0.00348401069641,	1546768734.18
1546768734.19,	0.0019199848175,	0.00204992294312,	0.00885415077209,	0.0022759437561,	1546768734.21
1546768734.21,	0.00296306610107,	0.00225687026978,	0.00772500038147,	0.00258111953735,	1546768734.23
1546768734.24,	0.00198602676392,	0.00200390815735,	0.007080078125,	0.00466990470886,	1546768734.25
1546768734.26,	0.00261878967285,	0.0031111240387,	0.00693202018738,	0.0022828578949,	1546768734.28
1546768734.28,	0.00218296051025,	0.00201487541199,	0.0053379535675,	0.00386810302734,	1546768734.3
